,FirstInstanceStartLocation,FirstInstanceEndLocation,SecondInstanceStartLocation,SecondInstanceEndLocation,Length,Distance
tmp.log:17173:Motif:,72558,72977,110966,111362,396,5.985322188
tmp.log:17174:Motif:,210118,210599,228345,228826,481,7.635743855
tmp.log:17175:Motif:,18328,18808,75816,76254,438,19.0510853
tmp.log:17176:Motif:,49678,50049,150496,150846,350,15.45989156
tmp.log:17177:Motif:,204639,205921,214731,216035,1282,41.45773609
tmp.log:17178:Motif:,175640,176503,192635,193499,863,13.03207139
tmp.log:17179:Motif:,156105,156853,223824,224575,748,15.23885059
tmp.log:17180:Motif:,189759,190103,199109,199454,344,5.00709901
tmp.log:17181:Motif:,160184,160513,222062,222391,329,2.360495606
tmp.log:17182:Motif:,118031,118500,132895,133347,452,9.849447358
tmp.log:17183:Motif:,176775,177783,197902,198918,1008,18.6584609
tmp.log:17184:Motif:,169509,170142,235174,235814,633,6.461277527
tmp.log:17185:Motif:,149393,149787,215677,216071,394,7.930898651
tmp.log:17186:Motif:,159742,160141,163457,163858,399,5.723617731
tmp.log:17187:Motif:,39384,39703,192497,192814,317,5.866324074
tmp.log:17188:Motif:,190965,192247,230850,232114,1264,39.64796921
tmp.log:17189:Motif:,225735,226104,235853,236221,368,4.44643252
tmp.log:17190:Motif:,84881,85680,119014,119834,799,19.27893551
tmp.log:17191:Motif:,146617,147076,229985,230453,459,9.328214551
tmp.log:17192:Motif:,108652,109104,126624,127072,448,8.359215251
tmp.log:17193:Motif:,220685,221878,243373,244553,1180,36.42024151
tmp.log:17194:Motif:,97600,99080,129577,131026,1449,42.1976853
tmp.log:17195:Motif:,213993,215130,216124,217252,1128,28.985021
tmp.log:17196:Motif:,24113,24693,43894,44483,580,12.44482333
tmp.log:17197:Motif:,22904,23342,184564,185002,438,2.758396484
tmp.log:17198:Motif:,203865,205702,228966,230821,1837,44.44764396
tmp.log:17199:Motif:,55576,56159,199273,199866,583,13.60399326
tmp.log:17200:Motif:,18183,18494,27148,27461,311,7.473162778
tmp.log:17201:Motif:,204659,205542,214791,215677,883,26.5353389
tmp.log:17202:Motif:,173811,174177,198049,198418,366,5.377061226
tmp.log:17203:Motif:,40315,40918,105563,106161,598,14.00502616
tmp.log:17204:Motif:,164792,165985,177707,178935,1193,38.90107031
tmp.log:17205:Motif:,197708,198366,214245,214907,658,10.24627957
tmp.log:17206:Motif:,214299,215352,216433,217476,1043,18.1894553
tmp.log:17207:Motif:,62182,62898,174613,175321,708,21.58949246
tmp.log:17208:Motif:,169978,170787,171858,172636,778,22.80540701
tmp.log:17209:Motif:,189738,190745,192300,193306,1006,12.99028917
tmp.log:17210:Motif:,116905,117345,143105,143555,440,8.782834594
tmp.log:17211:Motif:,87628,88091,135809,136262,453,12.38333889
tmp.log:17212:Motif:,156552,156885,160822,161157,333,4.949637548
tmp.log:17213:Motif:,211343,212408,244081,245152,1065,34.60098689
tmp.log:17214:Motif:,159531,161248,189911,191624,1713,31.33465068
tmp.log:17215:Motif:,88451,88938,202944,203436,487,3.438665244
tmp.log:17216:Motif:,22177,23135,169079,170051,958,47.51539497
tmp.log:17217:Motif:,107960,108319,117715,118071,356,8.432145876
tmp.log:17218:Motif:,189160,189747,198159,198758,587,11.13526713
tmp.log:17219:Motif:,72325,72662,137416,137753,337,0.34034924
tmp.log:17220:Motif:,122121,122932,133638,134450,811,9.73061632
tmp.log:17221:Motif:,166370,168132,229374,231148,1762,58.87412983
tmp.log:17222:Motif:,171036,171687,223285,223938,651,6.587521979
tmp.log:17223:Motif:,168843,169171,178473,178801,328,3.86683397
tmp.log:17224:Motif:,201896,202504,209829,210437,608,8.501935514
tmp.log:17225:Motif:,52404,52777,62203,62577,373,6.182703854
tmp.log:17226:Motif:,175025,175410,193913,194293,380,14.28720059
tmp.log:17227:Motif:,229092,230552,232845,234301,1456,22.12550166
tmp.log:17228:Motif:,142629,143178,186559,187123,549,13.37603838
tmp.log:17229:Motif:,172712,173114,223347,223746,399,2.285320846
tmp.log:17230:Motif:,217994,218602,219008,219602,594,12.4117396
tmp.log:17231:Motif:,229695,230309,233449,234050,601,9.85063176
tmp.log:17232:Motif:,154853,155752,225459,226359,899,12.78166669
tmp.log:17233:Motif:,82990,83457,119968,120441,467,3.701667689
tmp.log:17234:Motif:,227568,228645,230485,231562,1077,29.34242432
tmp.log:17235:Motif:,27361,27706,207724,208071,345,9.060417288
tmp.log:17236:Motif:,39735,40928,164591,165792,1193,29.09911895
tmp.log:17237:Motif:,43599,44067,180294,180769,468,7.132837405
tmp.log:17238:Motif:,120532,121279,130081,130831,747,16.86121815
tmp.log:17239:Motif:,228970,229430,229988,230451,460,10.53220682
tmp.log:17240:Motif:,151222,152222,233605,234584,979,20.25251103
tmp.log:17241:Motif:,152118,152821,222357,223070,703,6.903554193
tmp.log:17242:Motif:,151913,152303,232069,232461,390,6.581287638
tmp.log:17243:Motif:,210864,212040,243566,244754,1176,26.81601584
tmp.log:17244:Motif:,232364,233965,236762,238369,1601,36.5999932
tmp.log:17245:Motif:,207426,208330,238091,238949,858,38.20406808
tmp.log:17246:Motif:,156114,157022,225434,226357,908,13.45891229
tmp.log:17247:Motif:,176882,177192,194520,194830,310,3.228436224
tmp.log:17248:Motif:,50647,50969,188664,188992,322,3.527448836
tmp.log:17249:Motif:,150542,151402,168490,169362,860,18.72263369
tmp.log:17250:Motif:,137371,137846,202914,203390,475,4.1386189
tmp.log:17251:Motif:,170514,171133,208793,209382,589,12.63727391
tmp.log:17252:Motif:,155639,156558,224964,225879,915,14.99325722
tmp.log:17253:Motif:,174926,175900,230850,231818,968,22.71847026
tmp.log:17254:Motif:,55098,55825,62340,63061,721,15.22967177
tmp.log:17255:Motif:,168271,168905,238871,239521,634,16.60651629
tmp.log:17256:Motif:,71950,72297,147596,147950,347,0.377179253
tmp.log:17257:Motif:,24272,24936,46645,47306,661,8.912515227
tmp.log:17258:Motif:,191176,192347,204639,205812,1171,40.41545661
tmp.log:17259:Motif:,151704,152762,221941,223033,1058,14.31664728
tmp.log:17260:Motif:,169923,170766,171789,172637,843,22.04267581
tmp.log:17261:Motif:,170803,171776,229050,230023,973,12.9049575
tmp.log:17262:Motif:,204500,204915,214625,215045,415,8.358087376
tmp.log:17263:Motif:,205435,206095,209552,210203,651,13.81184008
tmp.log:17264:Motif:,71562,72111,131441,131969,528,12.5531528
tmp.log:17265:Motif:,201693,202191,208842,209325,483,10.44573102
tmp.log:17266:Motif:,183295,183792,184664,185162,497,7.094524223
tmp.log:17267:Motif:,19618,19933,42169,42498,315,7.598180929
tmp.log:17268:Motif:,80654,81534,127503,128375,872,10.53830697
tmp.log:17269:Motif:,154236,155769,241440,242925,1485,51.15096035
tmp.log:17270:Motif:,36014,36420,61113,61536,406,4.160371849
tmp.log:17271:Motif:,65097,66015,134789,135660,871,25.27761784
tmp.log:17272:Motif:,190993,191541,192236,192789,548,8.983918954
tmp.log:17273:Motif:,187259,188339,193035,194094,1059,17.40572528
tmp.log:17274:Motif:,171188,171940,181955,182717,752,9.309332114
tmp.log:17275:Motif:,78446,78958,126403,126908,505,14.39964226
tmp.log:17276:Motif:,28863,29420,210202,210756,554,7.31332946
tmp.log:17277:Motif:,93347,94048,120555,121258,701,17.45867578
tmp.log:17278:Motif:,175666,177212,240914,242429,1515,35.29717811
tmp.log:17279:Motif:,204671,205319,218897,219543,646,13.35101392
tmp.log:17280:Motif:,30576,30948,165583,165966,372,12.40301491
tmp.log:17281:Motif:,229741,230055,233492,233805,313,6.435327696
tmp.log:17282:Motif:,203338,204862,225785,227301,1516,56.01605289
tmp.log:17283:Motif:,225182,226774,232830,234415,1585,33.40662036
tmp.log:17284:Motif:,226602,228025,232953,234397,1423,40.30010997
tmp.log:17285:Motif:,203468,204415,205612,206562,947,25.55907554
tmp.log:17286:Motif:,120809,121448,135288,135948,639,6.949345142
tmp.log:17287:Motif:,162617,163185,170920,171492,568,13.78307058
tmp.log:17288:Motif:,230067,231015,232510,233427,917,23.99014168
tmp.log:17289:Motif:,132654,132966,135647,135959,312,4.23530978
tmp.log:17290:Motif:,82667,83129,158160,158626,462,14.1521468
tmp.log:17291:Motif:,130344,131101,135269,136008,739,11.41831156
tmp.log:17292:Motif:,119967,121135,122904,124069,1165,15.69585621
tmp.log:17293:Motif:,170985,172176,202129,203309,1180,27.99708178
tmp.log:17294:Motif:,85100,85994,111654,112533,879,17.93764489
tmp.log:17295:Motif:,35598,36118,201773,202294,520,9.038319379
tmp.log:17296:Motif:,177958,178862,239628,240588,904,37.90869962
tmp.log:17297:Motif:,193868,194178,196687,196996,309,4.479076797
tmp.log:17298:Motif:,123200,124500,128251,129520,1269,28.21187657
tmp.log:17299:Motif:,191005,191815,198019,198826,807,13.07662168
tmp.log:17300:Motif:,48938,49435,136115,136614,497,6.712190688
tmp.log:17301:Motif:,180310,181123,197298,198109,811,11.51998508
tmp.log:17302:Motif:,167786,168306,185876,186397,520,3.892660731
tmp.log:17303:Motif:,121079,121553,130631,131102,471,9.501220992
tmp.log:17304:Motif:,95378,96549,130185,131370,1171,29.66712581
tmp.log:17305:Motif:,211323,211697,216674,217046,372,2.936317928
tmp.log:17306:Motif:,233345,234922,236136,237679,1543,43.9504061
tmp.log:17307:Motif:,82665,83127,174341,174780,439,14.3754828
tmp.log:17308:Motif:,122022,122894,135951,136818,867,18.73941782
tmp.log:17309:Motif:,229526,229879,233279,233630,351,2.869333015
tmp.log:17310:Motif:,88549,88893,137496,137842,344,0.735258996
tmp.log:17311:Motif:,60102,60544,214608,215052,442,6.252088991
tmp.log:17312:Motif:,84174,85185,123879,124932,1011,30.07665903
tmp.log:17313:Motif:,188188,188559,189773,190142,369,5.979568494
tmp.log:17314:Motif:,119967,121258,134428,135696,1268,30.79279393
tmp.log:17315:Motif:,167647,168229,197669,198255,582,7.679339023
tmp.log:17316:Motif:,196831,197433,198158,198765,602,10.54818548
tmp.log:17317:Motif:,163887,164493,187667,188273,606,14.71056456
tmp.log:17318:Motif:,130723,131085,132659,133024,362,7.387183683
tmp.log:17319:Motif:,164174,165401,204280,205521,1227,27.31129221
tmp.log:17320:Motif:,32233,33690,196768,198207,1439,38.46826394
tmp.log:17321:Motif:,169593,169956,171324,171689,363,2.835412008
tmp.log:17322:Motif:,163261,164605,203370,204721,1344,30.86486929
tmp.log:17323:Motif:,173106,173636,188697,189202,505,16.38713427
tmp.log:17324:Motif:,24241,24864,177275,177896,621,5.915406365
tmp.log:17325:Motif:,56056,56468,62559,62970,411,5.527480829
tmp.log:17326:Motif:,218731,219066,223120,223455,335,4.679363161
tmp.log:17327:Motif:,142441,143157,147699,148426,716,3.241170319
tmp.log:17328:Motif:,179690,180274,238211,238871,584,25.6546433
tmp.log:17329:Motif:,211756,212606,237745,238617,850,20.45609233
tmp.log:17330:Motif:,51249,51592,110460,110800,340,7.598991763
tmp.log:17331:Motif:,130399,130773,135330,135703,373,5.399980675
tmp.log:17332:Motif:,211339,211649,216690,217000,310,3.262050634
tmp.log:17333:Motif:,155765,156485,213927,214638,711,13.99267731
tmp.log:17334:Motif:,191710,193096,216175,217542,1367,39.72841633
tmp.log:17335:Motif:,149614,150313,151912,152604,692,7.87712629
tmp.log:17336:Motif:,50778,51229,71949,72402,451,0.439671852
tmp.log:17337:Motif:,83884,84304,110787,111213,420,8.00772034
tmp.log:17338:Motif:,46963,47416,117435,117874,439,7.797356487
tmp.log:17339:Motif:,186748,187462,200327,201022,695,28.31801894
tmp.log:17340:Motif:,58774,59883,238314,239424,1109,28.53184748
tmp.log:17341:Motif:,84653,85945,113140,114404,1264,28.39714161
tmp.log:17342:Motif:,168501,169024,239833,240368,523,10.41763331
tmp.log:17343:Motif:,148407,149768,182460,183808,1348,32.0149742
tmp.log:17344:Motif:,23856,24211,55353,55708,355,5.991549854
tmp.log:17345:Motif:,81209,81540,126732,127060,328,5.495414274
tmp.log:17346:Motif:,171053,171802,181819,182574,749,10.29970036
tmp.log:17347:Motif:,189693,190638,192252,193200,945,13.36963876
tmp.log:17348:Motif:,222670,223462,223726,224485,759,24.69078685
tmp.log:17349:Motif:,170748,171856,229003,230106,1103,21.7399654
tmp.log:17350:Motif:,2827,3257,151377,151805,428,5.765005212
tmp.log:17351:Motif:,82395,83227,121712,122542,830,12.49690293
tmp.log:17352:Motif:,14737,15067,58317,58645,328,8.177800288
tmp.log:17353:Motif:,43385,43844,177637,178097,459,5.163641725
tmp.log:17354:Motif:,180910,181386,187979,188456,476,4.473256155
tmp.log:17355:Motif:,46625,47075,177286,177732,446,5.108624394
tmp.log:17356:Motif:,120793,121487,130344,131039,694,9.12127089
tmp.log:17357:Motif:,172593,172996,223228,223628,400,4.649035436
tmp.log:17358:Motif:,227063,228026,228028,228992,963,17.85881108
tmp.log:17359:Motif:,153301,155018,218065,219785,1717,54.06778914
tmp.log:17360:Motif:,216911,218542,233521,235169,1631,33.87908116
tmp.log:17361:Motif:,175947,176264,181765,182082,317,1.375938696
tmp.log:17362:Motif:,111176,111804,128366,128995,628,11.90097192
tmp.log:17363:Motif:,35800,36250,136033,136483,450,4.742874096
tmp.log:17364:Motif:,121045,121678,132517,133117,600,19.96639785
tmp.log:17365:Motif:,35981,36537,111035,111634,556,10.20912311
tmp.log:17366:Motif:,151593,151966,219312,219685,373,3.558767683
tmp.log:17367:Motif:,40742,41384,59104,59721,617,19.08350613
tmp.log:17368:Motif:,33680,34647,194039,194988,949,36.32634505
tmp.log:17369:Motif:,38422,39108,221133,221804,671,13.57229656
tmp.log:17370:Motif:,16248,17049,116047,116867,801,30.32632922
tmp.log:17371:Motif:,230882,231812,236136,237074,930,18.84313674
tmp.log:17372:Motif:,110655,111154,132563,133037,474,16.10935724
tmp.log:17373:Motif:,163421,164760,217764,219128,1339,23.54378002
tmp.log:17374:Motif:,49101,49797,237283,237969,686,33.30470879
tmp.log:17375:Motif:,23477,24000,46958,47476,518,8.711676158
tmp.log:17376:Motif:,229317,230962,233073,234742,1645,23.5698825
tmp.log:17377:Motif:,189579,190747,223977,225158,1168,23.75203118
tmp.log:17378:Motif:,184566,185507,204943,205895,941,18.56494409
tmp.log:17379:Motif:,160626,161841,200347,201528,1181,36.88566779
tmp.log:17380:Motif:,86062,87168,112623,113709,1086,29.15363049
tmp.log:17381:Motif:,50216,50763,88263,88811,547,5.28854467
tmp.log:17382:Motif:,179988,180998,209706,210750,1010,23.33954986
tmp.log:17383:Motif:,182023,182375,183680,184033,352,2.496899645
tmp.log:17384:Motif:,173384,174508,235763,236849,1086,29.04342301
tmp.log:17385:Motif:,161424,162063,243788,244442,639,20.49352282
tmp.log:17386:Motif:,167470,168325,180503,181355,852,8.960359274
tmp.log:17387:Motif:,50267,50698,147759,148188,429,8.199064083
tmp.log:17388:Motif:,156576,156949,160846,161224,373,5.278514677
tmp.log:17389:Motif:,67641,68885,204268,205517,1244,37.00293904
tmp.log:17390:Motif:,38880,39195,202215,202531,315,1.489857694
tmp.log:17391:Motif:,140090,140474,196225,196603,378,4.604322821
tmp.log:17392:Motif:,28512,28926,236391,236792,401,7.234962053
tmp.log:17393:Motif:,126646,127198,173978,174565,552,19.73938231
tmp.log:17394:Motif:,155585,156589,230116,231113,997,14.03113421
tmp.log:17395:Motif:,185808,186832,199939,200961,1022,15.26922511
tmp.log:17396:Motif:,170581,171386,208863,209670,805,15.60041746
tmp.log:17397:Motif:,180287,181125,197281,198110,829,14.92194344
tmp.log:17398:Motif:,228091,229773,236253,237935,1682,38.94148993
tmp.log:17399:Motif:,189775,190086,199125,199437,311,4.934633777
tmp.log:17400:Motif:,120793,121561,132275,133055,768,15.95217285
tmp.log:17401:Motif:,80763,81587,117477,118298,821,12.82999115
tmp.log:17402:Motif:,48848,49464,200422,201101,616,10.77496717
tmp.log:17403:Motif:,192283,192687,198056,198464,404,6.328457833
tmp.log:17404:Motif:,225344,226747,227616,228991,1375,26.16539916
tmp.log:17405:Motif:,122765,123155,133693,134063,370,6.659097988
tmp.log:17406:Motif:,141267,141918,143170,143794,624,18.92289495
tmp.log:17407:Motif:,46395,46730,181244,181578,334,7.180396863
tmp.log:17408:Motif:,171990,172887,201263,202134,871,34.70116998
tmp.log:17409:Motif:,198848,199704,226806,227680,856,33.77812737
tmp.log:17410:Motif:,174865,175973,227853,228965,1108,24.14492797
tmp.log:17411:Motif:,211719,212890,237718,238890,1171,29.95863097
tmp.log:17412:Motif:,130223,130808,135155,135737,582,6.322718838
tmp.log:17413:Motif:,33764,34485,188616,189328,712,32.59921718
tmp.log:17414:Motif:,166975,167402,204054,204482,427,5.313364211
tmp.log:17415:Motif:,20445,20939,43033,43511,478,10.66936314
tmp.log:17416:Motif:,235493,236211,241824,242537,713,26.48606088
tmp.log:17417:Motif:,50502,51072,212718,213318,570,8.992774658
tmp.log:17418:Motif:,233901,235865,236824,238766,1942,64.77849898
tmp.log:17419:Motif:,140460,140898,196192,196653,438,9.77213233
tmp.log:17420:Motif:,218496,220182,229391,231104,1686,31.15832769
tmp.log:17421:Motif:,96040,96674,148164,148795,631,21.81668533
tmp.log:17422:Motif:,153194,154164,176228,177212,970,31.69511713
tmp.log:17423:Motif:,34352,35565,211855,213127,1213,35.86301264
tmp.log:17424:Motif:,148188,149383,218838,220048,1195,23.93065132
tmp.log:17425:Motif:,188890,189638,202323,203077,748,15.56072786
tmp.log:17426:Motif:,126153,126565,127466,127870,404,6.858694828
tmp.log:17427:Motif:,5395,5818,229749,230170,421,6.875151791
tmp.log:17428:Motif:,87428,88338,98704,99582,878,30.0594718
tmp.log:17429:Motif:,123051,124026,128640,129622,975,20.6298457
tmp.log:17430:Motif:,175872,176444,182689,183260,571,6.944873253
tmp.log:17431:Motif:,190304,190731,192866,193296,427,6.135626712
tmp.log:17432:Motif:,167932,168463,168804,169355,531,6.451590455
tmp.log:17433:Motif:,152286,152596,229581,229891,310,2.100398557
tmp.log:17434:Motif:,88972,89456,164949,165435,484,31.96412918
tmp.log:17435:Motif:,80528,81117,123484,124067,583,8.566507555
tmp.log:17436:Motif:,160208,160769,225273,225838,561,5.579156952
tmp.log:17437:Motif:,133528,133918,158194,158576,382,11.32618913
tmp.log:17438:Motif:,152296,152765,169613,170081,468,3.942762927
tmp.log:17439:Motif:,49168,49625,150503,150955,452,10.94700098
tmp.log:17440:Motif:,183116,183708,184485,185077,592,5.486939722
tmp.log:17441:Motif:,107705,108647,174689,175628,939,27.51788597
tmp.log:17442:Motif:,186197,187015,202560,203354,794,21.25373071
tmp.log:17443:Motif:,46842,47338,175533,176058,496,7.578503611
tmp.log:17444:Motif:,236374,237404,242376,243411,1030,23.7009228
tmp.log:17445:Motif:,73326,74039,150952,151656,704,16.38133156
tmp.log:17446:Motif:,152234,152760,235214,235753,526,6.055647879
tmp.log:17447:Motif:,50329,50700,71524,71897,371,3.748449498
tmp.log:17448:Motif:,72316,72681,137407,137771,364,0.347665638
tmp.log:17449:Motif:,176928,177301,194566,194937,371,5.951430454
tmp.log:17450:Motif:,170535,171111,208808,209385,576,13.27210387
tmp.log:17451:Motif:,44729,45985,191957,193219,1256,25.39490241
tmp.log:17452:Motif:,81013,81324,107965,108287,311,6.6631368
tmp.log:17453:Motif:,160199,160796,225264,225865,597,5.949909796
tmp.log:17454:Motif:,163774,164420,193314,193958,644,11.49150472
tmp.log:17455:Motif:,18105,18527,51383,51773,390,18.99981754
tmp.log:17456:Motif:,160214,160705,225282,225772,490,5.125564032
tmp.log:17457:Motif:,176659,177498,202220,203059,839,12.8677976
tmp.log:17458:Motif:,30339,30807,141562,142037,468,16.88936001
tmp.log:17459:Motif:,160803,161248,211906,212351,445,6.012179822
tmp.log:17460:Motif:,188179,188503,199114,199438,324,4.300931219
tmp.log:17461:Motif:,159350,160378,182124,183150,1026,18.64594068
tmp.log:17462:Motif:,168953,169264,204520,204832,311,5.890955333
tmp.log:17463:Motif:,120562,120893,127451,127773,322,3.209897381
tmp.log:17464:Motif:,104625,105190,143886,144474,565,22.88280194
tmp.log:17465:Motif:,160279,160839,225347,225907,560,8.385406039
