,FirstInstanceStartLocation,FirstInstanceEndLocation,SecondInstanceStartLocation,SecondInstanceEndLocation,Length,Distance
tmp.log:16766:Motif:,211553,211900,236009,236371,347,16.86768155
tmp.log:16767:Motif:,218828,220227,229709,231135,1399,38.74029751
tmp.log:16768:Motif:,71718,72079,147353,147729,361,9.008043911
tmp.log:16769:Motif:,151903,152691,222146,222933,787,14.01774265
tmp.log:16770:Motif:,168084,168475,181115,181501,386,5.442787073
tmp.log:16771:Motif:,160340,161426,181798,182859,1061,17.61212195
tmp.log:16772:Motif:,163302,164352,182370,183432,1050,15.90589837
tmp.log:16773:Motif:,11108,11418,202576,202886,310,4.217508097
tmp.log:16774:Motif:,192884,193455,210012,210580,568,10.56222255
tmp.log:16775:Motif:,122043,123427,132991,134367,1376,31.78928721
tmp.log:16776:Motif:,21674,22612,49442,50362,920,17.71156649
tmp.log:16777:Motif:,168651,169285,180809,181442,633,6.115705351
tmp.log:16778:Motif:,171683,172232,222171,222719,548,11.18156186
tmp.log:16779:Motif:,182846,183204,193020,193377,357,5.402011734
tmp.log:16780:Motif:,44033,44831,177291,178078,787,15.17086931
tmp.log:16781:Motif:,235311,236011,237820,238548,700,33.80311928
tmp.log:16782:Motif:,47264,47634,55276,55646,370,8.427916914
tmp.log:16783:Motif:,169444,170204,235110,235866,756,7.582708402
tmp.log:16784:Motif:,211465,211903,240204,240664,438,31.59278707
tmp.log:16785:Motif:,186507,187102,238662,239238,576,17.69425136
tmp.log:16786:Motif:,176960,177311,194598,194948,350,5.856831199
tmp.log:16787:Motif:,176236,178112,225038,226896,1858,34.67364941
tmp.log:16788:Motif:,151721,152793,234714,235759,1045,24.38290382
tmp.log:16789:Motif:,189237,189828,194094,194649,555,14.60054062
tmp.log:16790:Motif:,168644,169961,171062,172384,1317,37.16420821
tmp.log:16791:Motif:,189911,191757,225912,227773,1846,43.72965278
tmp.log:16792:Motif:,94567,95748,125342,126543,1181,33.69051776
tmp.log:16793:Motif:,205361,206319,209480,210442,958,18.8574043
tmp.log:16794:Motif:,92305,93214,120726,121642,909,14.63844584
tmp.log:16795:Motif:,211429,212607,238545,239684,1139,43.17018055
tmp.log:16796:Motif:,25081,25449,115979,116348,368,10.36215879
tmp.log:16797:Motif:,200662,201846,243543,244722,1179,48.36471681
tmp.log:16798:Motif:,183299,184329,193423,194456,1030,30.01116256
tmp.log:16799:Motif:,152216,152873,169537,170173,636,13.02780152
tmp.log:16800:Motif:,82209,83038,189089,189947,829,31.54087164
tmp.log:16801:Motif:,182577,183445,192747,193616,868,11.75326481
tmp.log:16802:Motif:,177449,178606,232222,233347,1125,44.3314829
tmp.log:16803:Motif:,160724,161112,211826,212223,388,6.293976252
tmp.log:16804:Motif:,25668,26236,95883,96425,542,26.29106124
tmp.log:16805:Motif:,159667,160614,228283,229232,947,14.40999282
tmp.log:16806:Motif:,224984,226747,241440,243221,1763,34.52547781
tmp.log:16807:Motif:,43458,44388,197139,198078,930,14.88109928
tmp.log:16808:Motif:,144005,144456,146181,146632,451,10.6120806
tmp.log:16809:Motif:,71512,71862,187150,187492,342,10.83561013
tmp.log:16810:Motif:,170965,171513,181727,182274,547,12.22675451
tmp.log:16811:Motif:,175218,176716,212881,214363,1482,36.6750662
tmp.log:16812:Motif:,151180,151697,216962,217496,517,16.94910952
tmp.log:16813:Motif:,51425,51747,148158,148485,322,9.144592232
tmp.log:16814:Motif:,170650,172062,228899,230327,1412,28.58495231
tmp.log:16815:Motif:,126911,127322,239815,240208,393,6.852841919
tmp.log:16816:Motif:,113254,114862,232288,233869,1581,53.26199611
tmp.log:16817:Motif:,71754,72313,147395,147960,559,5.651928713
tmp.log:16818:Motif:,214490,215984,216620,218086,1466,27.70003142
tmp.log:16819:Motif:,42792,43162,51084,51443,359,0.786002704
tmp.log:16820:Motif:,132605,133370,135593,136385,765,14.1665768
tmp.log:16821:Motif:,16422,16903,52382,52863,481,8.851447477
tmp.log:16822:Motif:,111699,112829,125913,127072,1130,28.96015496
tmp.log:16823:Motif:,188813,190101,193669,194923,1254,21.96665116
tmp.log:16824:Motif:,169348,170052,222268,222975,704,10.49109694
tmp.log:16825:Motif:,181966,182304,183623,183960,337,2.496445106
tmp.log:16826:Motif:,122057,123014,132993,133935,942,18.23844334
tmp.log:16827:Motif:,205258,205920,209373,210037,662,10.00507008
tmp.log:16828:Motif:,165768,167209,206931,208368,1437,42.79120165
tmp.log:16829:Motif:,180281,181386,182996,184100,1104,14.29834277
tmp.log:16830:Motif:,219159,221183,239452,241436,1984,61.94919954
tmp.log:16831:Motif:,72310,72861,142651,143201,550,6.856235693
tmp.log:16832:Motif:,153837,154176,233286,233627,339,3.23491604
tmp.log:16833:Motif:,170668,171390,201796,202507,711,13.51925183
tmp.log:16834:Motif:,156021,156917,225344,226230,886,10.92322127
tmp.log:16835:Motif:,24230,24657,46605,47041,427,3.613343335
tmp.log:16836:Motif:,173352,173880,193785,194313,528,14.13907917
tmp.log:16837:Motif:,175646,176367,192640,193340,700,12.11768068
tmp.log:16838:Motif:,132753,133097,135751,136067,316,11.64254731
tmp.log:16839:Motif:,167650,168426,169808,170583,775,13.74507721
tmp.log:16840:Motif:,206013,207781,236828,238630,1768,42.88304886
tmp.log:16841:Motif:,40742,41402,59104,59751,647,19.36670136
tmp.log:16842:Motif:,225131,225506,231287,231657,370,6.096726849
tmp.log:16843:Motif:,223555,223926,235798,236207,371,5.092464078
tmp.log:16844:Motif:,157215,157590,189534,189911,375,0.788570865
tmp.log:16845:Motif:,143126,143897,169101,169868,767,28.54781814
tmp.log:16846:Motif:,181276,181717,204684,205128,441,9.531305538
tmp.log:16847:Motif:,222940,223321,223453,223834,381,5.244242619
tmp.log:16848:Motif:,130643,131162,135569,136088,519,8.408952175
tmp.log:16849:Motif:,87401,88124,96680,97437,723,26.28601041
tmp.log:16850:Motif:,68563,68873,242943,243273,310,7.484564825
tmp.log:16851:Motif:,83821,84216,110726,111127,395,6.94960948
tmp.log:16852:Motif:,109869,110891,177759,178782,1022,27.59487073
tmp.log:16853:Motif:,131271,131831,185651,186244,560,12.731886
tmp.log:16854:Motif:,180382,181531,213911,215053,1142,18.9648918
tmp.log:16855:Motif:,20404,20748,72439,72783,344,2.79178474
tmp.log:16856:Motif:,180392,181247,197382,198243,855,12.35513851
tmp.log:16857:Motif:,171192,171604,230776,231191,412,3.124365335
tmp.log:16858:Motif:,142755,143223,148014,148468,454,9.403693208
tmp.log:16859:Motif:,51430,51752,84043,84381,322,12.5664616
tmp.log:16860:Motif:,170813,171375,201944,202504,560,6.05657081
tmp.log:16861:Motif:,223178,223619,223689,224150,441,10.22304654
tmp.log:16862:Motif:,163366,164088,203782,204498,716,11.54644212
tmp.log:16863:Motif:,46612,47325,177270,177982,712,7.510612861
tmp.log:16864:Motif:,181127,182546,198006,199447,1419,54.02084842
tmp.log:16865:Motif:,176550,177364,197675,198489,814,22.52961724
tmp.log:16866:Motif:,153635,154208,156135,156704,569,4.595775514
tmp.log:16867:Motif:,150238,151283,191570,192596,1026,31.04399746
tmp.log:16868:Motif:,205245,205738,209366,209853,487,9.815523636
tmp.log:16869:Motif:,117419,117982,186507,187066,559,15.55734109
tmp.log:16870:Motif:,191072,191928,198085,198941,856,12.15634539
tmp.log:16871:Motif:,188149,188508,199085,199443,358,3.690539412
tmp.log:16872:Motif:,126305,126988,127632,128324,683,12.22483477
tmp.log:16873:Motif:,122099,122904,133617,134422,805,10.13346434
tmp.log:16874:Motif:,160260,160706,225327,225774,446,2.878760297
tmp.log:16875:Motif:,180055,180799,209763,210509,744,14.43655092
tmp.log:16876:Motif:,111352,112532,129630,130790,1160,20.39513428
tmp.log:16877:Motif:,171158,172066,181928,182838,908,14.38480925
tmp.log:16878:Motif:,168913,169405,204479,204977,492,7.918352338
tmp.log:16879:Motif:,203735,205006,228856,230132,1271,26.01882157
tmp.log:16880:Motif:,82046,82783,133498,134235,737,8.438734865
tmp.log:16881:Motif:,197704,198401,214245,214940,695,8.288383128
tmp.log:16882:Motif:,170702,171386,201837,202515,678,15.64605981
tmp.log:16883:Motif:,34400,34725,192405,192731,325,8.672942533
tmp.log:16884:Motif:,177106,177765,191224,191880,656,12.56908864
tmp.log:16885:Motif:,135787,136145,142867,143219,352,4.839053664
tmp.log:16886:Motif:,159721,160925,228655,229864,1204,21.55901851
tmp.log:16887:Motif:,180247,180963,182956,183672,716,11.9348321
tmp.log:16888:Motif:,53148,53860,81701,82391,690,9.710375784
tmp.log:16889:Motif:,121874,122789,133390,134305,915,9.028794099
tmp.log:16890:Motif:,182961,183973,197252,198243,991,25.88951121
tmp.log:16891:Motif:,18028,18387,65774,66143,359,11.85080792
tmp.log:16892:Motif:,167683,168364,197707,198388,681,8.35814071
tmp.log:16893:Motif:,50483,50909,131553,131964,411,7.646221689
tmp.log:16894:Motif:,172875,173280,200161,200567,405,3.770202375
tmp.log:16895:Motif:,152206,152831,169525,170140,615,8.301277641
tmp.log:16896:Motif:,108378,108829,131498,131915,417,15.21360047
tmp.log:16897:Motif:,31853,32485,174661,175280,619,8.227351834
tmp.log:16898:Motif:,109587,110564,124044,125009,965,24.39215641
tmp.log:16899:Motif:,52319,52970,232903,233570,651,13.77575875
tmp.log:16900:Motif:,205709,207382,210153,211819,1666,31.05371582
tmp.log:16901:Motif:,121036,121649,135520,136118,598,10.37654752
tmp.log:16902:Motif:,167218,168904,200618,202328,1686,55.42830403
tmp.log:16903:Motif:,155404,156817,224721,226148,1413,22.6490402
tmp.log:16904:Motif:,120853,121308,135333,135790,455,6.845227291
tmp.log:16905:Motif:,151979,152440,222217,222676,459,5.011968891
tmp.log:16906:Motif:,150904,151311,172410,172817,407,3.51162783
tmp.log:16907:Motif:,171084,172127,237466,238529,1043,30.13427696
tmp.log:16908:Motif:,186747,187924,214745,215929,1177,54.1890183
tmp.log:16909:Motif:,210236,211763,228465,230022,1527,21.83755796
tmp.log:16910:Motif:,64523,65164,91572,92225,641,10.60886936
tmp.log:16911:Motif:,136870,137297,140218,140650,427,2.947010156
tmp.log:16912:Motif:,55527,56160,199235,199866,631,11.42902523
tmp.log:16913:Motif:,131734,132170,185120,185549,429,8.01677293
tmp.log:16914:Motif:,169537,170141,222462,223065,603,8.546526689
tmp.log:16915:Motif:,156220,157541,206764,208095,1321,38.21881728
tmp.log:16916:Motif:,171244,171980,229490,230225,735,8.930811786
tmp.log:16917:Motif:,230850,232329,238359,239806,1447,46.0825208
tmp.log:16918:Motif:,35552,36120,209649,210203,554,13.49081044
tmp.log:16919:Motif:,122904,124184,133239,134540,1280,36.22386324
tmp.log:16920:Motif:,188163,189319,237572,238704,1132,41.5371617
tmp.log:16921:Motif:,173520,174500,188048,188996,948,31.06919945
tmp.log:16922:Motif:,83156,83966,92077,92886,809,16.93195778
tmp.log:16923:Motif:,171982,172770,211302,212069,767,17.40817978
tmp.log:16924:Motif:,167591,168414,180628,181446,818,15.22210895
tmp.log:16925:Motif:,171240,171921,229487,230163,676,7.125176371
tmp.log:16926:Motif:,179058,179968,189087,189972,885,33.36936253
tmp.log:16927:Motif:,39387,40534,235780,236904,1124,51.78862167
tmp.log:16928:Motif:,77531,78509,124009,125027,978,27.75278733
tmp.log:16929:Motif:,55917,56264,193742,194086,344,5.660820559
tmp.log:16930:Motif:,162488,163343,176372,177223,851,16.38118533
tmp.log:16931:Motif:,121089,121642,135565,136118,553,9.306332998
tmp.log:16932:Motif:,183540,184574,193669,194721,1034,33.05736815
tmp.log:16933:Motif:,225119,226616,227393,228884,1491,26.09337757
tmp.log:16934:Motif:,180382,181072,197373,198060,687,13.04920464
tmp.log:16935:Motif:,175690,176275,181505,182092,585,11.73826051
tmp.log:16936:Motif:,165663,166759,223997,225116,1096,26.58974057
tmp.log:16937:Motif:,47878,48435,228525,229078,553,9.506867337
tmp.log:16938:Motif:,136411,137187,142484,143229,745,16.29333383
tmp.log:16939:Motif:,147385,147996,185016,185633,611,7.193943157
tmp.log:16940:Motif:,21306,21657,202014,202365,351,2.304044443
tmp.log:16941:Motif:,121949,122693,133465,134207,742,7.879539927
tmp.log:16942:Motif:,193777,194565,197930,198723,788,18.57756511
tmp.log:16943:Motif:,24210,24932,177245,177958,713,10.17299504
tmp.log:16944:Motif:,159962,160714,225028,225775,747,11.80742667
tmp.log:16945:Motif:,125913,126889,216057,217007,950,25.75001981
tmp.log:16946:Motif:,64799,65831,121825,122858,1032,13.78228832
tmp.log:16947:Motif:,151704,152076,231858,232233,372,6.294321803
tmp.log:16948:Motif:,214668,215296,216808,217435,627,11.31595349
tmp.log:16949:Motif:,10438,10804,24535,24872,337,2.497935729
tmp.log:16950:Motif:,18516,19421,55368,56303,905,38.10863
tmp.log:16951:Motif:,60369,60684,229857,230172,315,3.129384604
tmp.log:16952:Motif:,110363,110946,132285,132855,570,19.82553613
tmp.log:16953:Motif:,157250,157661,230790,231201,411,4.72953756
tmp.log:16954:Motif:,65593,66149,145264,145827,556,12.13791008
tmp.log:16955:Motif:,49061,49800,79970,80713,739,15.89143659
tmp.log:16956:Motif:,182320,182774,186317,186778,454,8.039973742
tmp.log:16957:Motif:,183277,184743,197540,199034,1466,37.2828447
tmp.log:16958:Motif:,65837,66159,145514,145837,322,6.198785021
tmp.log:16959:Motif:,21315,21665,202023,202373,350,2.370251135
tmp.log:16960:Motif:,156539,157631,227126,228220,1092,32.64088719
tmp.log:16961:Motif:,164459,164773,172168,172481,313,4.512327411
tmp.log:16962:Motif:,41880,42455,76579,77185,575,23.16221437
tmp.log:16963:Motif:,108657,108983,117810,118135,325,8.988818499
tmp.log:16964:Motif:,180833,181186,187901,188252,351,2.895486872
tmp.log:16965:Motif:,216175,217261,229048,230106,1058,27.72560239
tmp.log:16966:Motif:,181507,182155,201871,202518,647,8.61453457
tmp.log:16967:Motif:,181798,183117,198696,199971,1275,44.18260512
tmp.log:16968:Motif:,203887,205607,226530,228211,1681,59.34463644
tmp.log:16969:Motif:,224136,224494,237774,238131,357,3.763906265
tmp.log:16970:Motif:,29658,30189,111199,111746,531,8.590815864
tmp.log:16971:Motif:,119822,120565,122755,123505,743,12.78468546
tmp.log:16972:Motif:,181959,182411,183616,184068,452,3.207500241
tmp.log:16973:Motif:,7829,8157,26622,26949,327,11.26309664
tmp.log:16974:Motif:,131439,132229,242001,242834,790,32.65134015
tmp.log:16975:Motif:,180704,181677,214234,215208,973,12.79248642
tmp.log:16976:Motif:,193584,194111,202179,202705,526,10.48283877
tmp.log:16977:Motif:,204653,205211,207122,207680,558,11.80006921
tmp.log:16978:Motif:,150877,151318,223017,223453,436,4.360200372
tmp.log:16979:Motif:,170583,171566,201709,202694,983,20.6302673
tmp.log:16980:Motif:,126656,127013,127980,128342,357,7.966130659
tmp.log:16981:Motif:,172402,172771,237707,238075,368,3.175106352
tmp.log:16982:Motif:,107960,108343,126532,126911,379,8.03521567
tmp.log:16983:Motif:,175822,176627,182640,183439,799,11.0572039
tmp.log:16984:Motif:,193108,194433,228813,230106,1293,30.47580629
tmp.log:16985:Motif:,165684,166251,200141,200717,567,7.973531035
tmp.log:16986:Motif:,89998,90363,143528,143859,331,19.70256746
tmp.log:16987:Motif:,72153,72807,142494,143142,648,7.282250778
tmp.log:16988:Motif:,159439,159982,200342,200906,543,8.724326273
tmp.log:16989:Motif:,48878,49378,181276,181754,478,6.428992545
tmp.log:16990:Motif:,175659,176296,181478,182124,637,10.79043239
tmp.log:16991:Motif:,230398,231578,237124,238299,1175,48.48478186
tmp.log:16992:Motif:,117936,118415,128076,128559,479,7.87311329
tmp.log:16993:Motif:,168476,169307,199818,200673,831,19.57567621
tmp.log:16994:Motif:,181108,182021,214644,215570,913,17.91989695
tmp.log:16995:Motif:,225167,226747,227436,229048,1580,28.72139819
tmp.log:16996:Motif:,130710,131192,132645,133120,475,6.188560735
tmp.log:16997:Motif:,111088,111444,146362,146720,356,10.76921174
tmp.log:16998:Motif:,36391,37084,183243,183962,693,13.93986622
tmp.log:16999:Motif:,118650,119852,134175,135334,1159,25.91936598
tmp.log:17000:Motif:,198900,200047,206791,207925,1134,38.32362039
tmp.log:17001:Motif:,178954,180086,215743,216895,1132,32.5020044
tmp.log:17002:Motif:,139790,140437,195876,196554,647,24.06049614
tmp.log:17003:Motif:,120581,121376,132068,132853,785,13.50882034
tmp.log:17004:Motif:,157233,157637,189552,189956,404,0.812003723
tmp.log:17005:Motif:,169059,169408,204621,204981,349,9.095127896
tmp.log:17006:Motif:,149996,150363,172443,172809,366,2.474088817
tmp.log:17007:Motif:,59862,60761,214369,215250,881,10.07685163
tmp.log:17008:Motif:,167969,168495,172001,172516,515,9.415082643
tmp.log:17009:Motif:,151293,151671,233667,234042,375,5.178038663
tmp.log:17010:Motif:,38271,38884,126027,126636,609,12.50205237
tmp.log:17011:Motif:,108496,108831,127789,128120,331,8.210097737
tmp.log:17012:Motif:,150884,151325,223023,223459,436,3.546833907
tmp.log:17013:Motif:,170920,172197,206494,207839,1277,32.57052049
tmp.log:17014:Motif:,180208,181070,182913,183790,862,17.03703615
tmp.log:17015:Motif:,47697,48149,231260,231734,452,7.753424753
tmp.log:17016:Motif:,34476,34865,194096,194479,383,11.03051001
tmp.log:17017:Motif:,168605,169522,180770,181692,917,16.13567751
tmp.log:17018:Motif:,69251,69601,69911,70261,350,4.370704429
tmp.log:17019:Motif:,200252,200679,211376,211805,427,5.109991037
tmp.log:17020:Motif:,174029,174373,188541,188881,340,13.25084686
tmp.log:17021:Motif:,172927,173359,216687,217120,432,5.329398601
tmp.log:17022:Motif:,20445,20787,43033,43368,335,7.666076964
tmp.log:17023:Motif:,19753,20449,81554,82265,696,8.635564099
tmp.log:17024:Motif:,108075,108654,127974,128543,569,14.55999425
tmp.log:17025:Motif:,111234,112606,125532,126864,1332,32.49042275
tmp.log:17026:Motif:,163008,164044,182080,183113,1033,16.12058687
tmp.log:17027:Motif:,175438,176864,231904,233357,1426,31.4933936
tmp.log:17028:Motif:,160781,161445,171474,172127,653,15.83771883
tmp.log:17029:Motif:,175877,177287,229878,231318,1410,28.25783214
tmp.log:17030:Motif:,82968,83783,130982,131794,812,14.58142462
tmp.log:17031:Motif:,83001,83433,120552,120968,416,3.975819546
tmp.log:17032:Motif:,23482,23830,174658,175009,348,3.473651829
tmp.log:17033:Motif:,15123,15453,25847,26194,330,17.07960325
tmp.log:17034:Motif:,149240,150346,155638,156735,1097,15.72297532
tmp.log:17035:Motif:,149391,149797,232154,232566,406,8.55039243
tmp.log:17036:Motif:,15705,16040,16140,16470,330,7.325923863
tmp.log:17037:Motif:,11110,11511,173543,173938,395,14.18130318
tmp.log:17038:Motif:,180064,180744,201836,202515,679,10.75891436
tmp.log:17039:Motif:,24229,24690,46604,47073,461,3.73618282
tmp.log:17040:Motif:,180971,181391,214501,214923,420,5.036298452
tmp.log:17041:Motif:,224966,226526,232592,234152,1560,35.61594331
tmp.log:17042:Motif:,169847,170209,174668,175015,347,3.49837179
tmp.log:17043:Motif:,30540,30986,165544,165983,439,10.0992741
tmp.log:17044:Motif:,35993,37489,167077,168594,1496,38.11102562
tmp.log:17045:Motif:,177712,178790,215883,216988,1078,37.36098995
tmp.log:17046:Motif:,170412,170949,201553,202053,500,15.02651675
tmp.log:17047:Motif:,175450,176209,177414,178177,759,10.37781759
tmp.log:17048:Motif:,189330,190730,229231,230638,1400,30.88253897
tmp.log:17049:Motif:,153592,154054,243763,244241,462,11.92054517
tmp.log:17050:Motif:,48198,48924,73947,74704,726,27.13068275
tmp.log:17051:Motif:,163631,164165,213838,214373,534,9.040849671
tmp.log:17052:Motif:,90297,91654,202017,203399,1357,45.49979662
tmp.log:17053:Motif:,117951,118396,128094,128544,445,7.964041279
tmp.log:17054:Motif:,32572,33404,210423,211255,832,17.24491109
tmp.log:17055:Motif:,35204,35585,202310,202696,381,8.470736421
tmp.log:17056:Motif:,108235,108622,132841,133229,387,5.938231952
tmp.log:17057:Motif:,23651,24043,62390,62781,391,3.928199106
tmp.log:17058:Motif:,149897,150396,169510,169999,489,4.042597934
tmp.log:17059:Motif:,44374,45058,233737,234398,661,15.93306666
tmp.log:17060:Motif:,2722,3244,17195,17680,485,6.302693259
tmp.log:17061:Motif:,167451,168375,180482,181409,924,8.487112007
tmp.log:17062:Motif:,89806,90376,91601,92195,570,22.91938749
tmp.log:17063:Motif:,179940,180720,209649,210439,780,14.25484452
tmp.log:17064:Motif:,10289,10726,42268,42715,437,8.597229145
tmp.log:17065:Motif:,76404,76824,90387,90792,405,17.6019993
tmp.log:17066:Motif:,210245,211756,228474,230009,1511,21.86787519
tmp.log:17067:Motif:,36295,36714,182841,183265,419,6.575519468
tmp.log:17068:Motif:,120608,121328,135088,135808,720,8.098400519
tmp.log:17069:Motif:,149242,150162,151539,152462,920,9.499420624
tmp.log:17070:Motif:,167635,168378,180669,181421,743,9.722756473
tmp.log:17071:Motif:,160775,161152,211880,212257,377,6.700878578
tmp.log:17072:Motif:,122693,123479,133617,134405,786,11.74566349
tmp.log:17073:Motif:,27885,28447,45780,46342,562,13.13498071
tmp.log:17074:Motif:,175470,177035,209919,211482,1563,28.99747961
tmp.log:17075:Motif:,52184,52620,69361,69794,433,8.146160239
tmp.log:17076:Motif:,181533,181897,201896,202262,364,5.284320138
tmp.log:17077:Motif:,211621,212665,237613,238644,1031,23.15994001
tmp.log:17078:Motif:,50380,50868,131445,131929,484,5.335980798
tmp.log:17079:Motif:,115702,116650,138152,139065,913,35.49540774
tmp.log:17080:Motif:,99877,100633,127623,128331,708,22.40260167
tmp.log:17081:Motif:,211042,212124,221207,222242,1035,47.31951567
tmp.log:17082:Motif:,51236,51579,138259,138601,342,0.560652314
tmp.log:17083:Motif:,138528,138852,141927,142251,324,8.603199493
tmp.log:17084:Motif:,96208,97352,127462,128575,1113,29.78367595
tmp.log:17085:Motif:,159981,161116,203793,204935,1135,22.07760081
tmp.log:17086:Motif:,203314,203895,212851,213402,551,22.58873719
tmp.log:17087:Motif:,130137,130829,135063,135758,692,11.27371492
tmp.log:17088:Motif:,176856,177319,194493,194956,463,7.643432925
tmp.log:17089:Motif:,58904,59868,199232,200161,929,30.77959711
tmp.log:17090:Motif:,171391,171762,229638,230010,371,4.724524224
tmp.log:17091:Motif:,183155,184842,231726,233368,1642,53.36213249
tmp.log:17092:Motif:,117536,118224,126350,127031,681,11.02677352
tmp.log:17093:Motif:,173869,174248,188178,188577,379,16.66285554
tmp.log:17094:Motif:,181736,182486,210992,211741,749,9.434089476
tmp.log:17095:Motif:,80653,81069,119028,119445,416,3.951058982
tmp.log:17096:Motif:,162748,164212,233036,234538,1464,38.43973301
tmp.log:17097:Motif:,199210,200228,222525,223552,1018,29.47000926
tmp.log:17098:Motif:,172134,173249,188237,189319,1082,38.26171973
tmp.log:17099:Motif:,45057,45423,56092,56462,366,5.856009894
tmp.log:17100:Motif:,150370,151170,154545,155332,787,15.45103477
tmp.log:17101:Motif:,85099,86066,111654,112597,943,20.98052483
tmp.log:17102:Motif:,159621,160157,163334,163873,536,9.279327992
tmp.log:17103:Motif:,14721,15121,17427,17837,400,15.39525108
tmp.log:17104:Motif:,161421,162060,222795,223450,639,19.72260776
tmp.log:17105:Motif:,29481,29800,74555,74887,319,13.24074752
tmp.log:17106:Motif:,24291,25268,177322,178327,977,19.49764193
tmp.log:17107:Motif:,15354,15801,61953,62416,447,18.19333484
tmp.log:17108:Motif:,152022,152590,153620,154202,568,6.178712949
tmp.log:17109:Motif:,160042,161824,221891,223689,1782,48.88214557
tmp.log:17110:Motif:,122155,122809,133671,134329,654,7.229077147
tmp.log:17111:Motif:,196952,197987,228205,229240,1035,19.79639565
tmp.log:17112:Motif:,190880,191319,211612,212045,433,18.47494294
tmp.log:17113:Motif:,168476,169296,199832,200625,793,17.02846535
tmp.log:17114:Motif:,49081,49600,140347,140892,519,7.606249999
tmp.log:17115:Motif:,130776,131089,132713,133027,313,6.379546215
tmp.log:17116:Motif:,163469,163844,215386,215762,375,5.640409058
tmp.log:17117:Motif:,213480,214408,215195,216119,924,20.5824896
tmp.log:17118:Motif:,154479,155090,159140,159766,611,16.23761792
tmp.log:17119:Motif:,76552,77008,207422,207864,442,13.44288814
tmp.log:17120:Motif:,77076,77516,79035,79483,440,14.64214118
tmp.log:17121:Motif:,16815,18155,236136,237471,1335,45.13512299
tmp.log:17122:Motif:,170868,171593,187648,188379,725,13.91222082
tmp.log:17123:Motif:,159470,160613,196840,197964,1124,19.9942283
tmp.log:17124:Motif:,229289,230405,233046,234150,1104,22.88501719
tmp.log:17125:Motif:,117292,117997,186380,187072,692,18.28234181
tmp.log:17126:Motif:,197714,198167,214252,214709,453,6.843188881
tmp.log:17127:Motif:,122120,122892,133638,134409,771,10.485445
tmp.log:17128:Motif:,168368,168902,179867,180416,534,12.7469791
tmp.log:17129:Motif:,181816,182344,223299,223823,524,5.736536392
tmp.log:17130:Motif:,188944,189611,202385,203045,660,9.628149906
tmp.log:17131:Motif:,150854,151261,172360,172774,407,3.489629818
tmp.log:17132:Motif:,223875,225542,227761,229383,1622,38.04317896
tmp.log:17133:Motif:,122945,123480,133283,133826,535,11.68447143
tmp.log:17134:Motif:,83754,84251,110661,111158,497,8.710318551
tmp.log:17135:Motif:,154806,155400,169868,170461,593,9.545056905
tmp.log:17136:Motif:,170903,171505,181670,182270,600,6.973573641
tmp.log:17137:Motif:,92705,93091,112382,112757,375,15.13808542
tmp.log:17138:Motif:,16675,17008,74307,74642,333,11.20727061
tmp.log:17139:Motif:,210141,210957,228364,229174,810,14.16155223
tmp.log:17140:Motif:,119553,120434,121892,122777,881,10.14625025
tmp.log:17141:Motif:,171950,172853,243969,244870,901,20.10952789
tmp.log:17142:Motif:,64160,64820,152537,153161,624,20.22525315
tmp.log:17143:Motif:,21306,22115,37494,38335,809,15.8479538
tmp.log:17144:Motif:,168904,169436,181064,181597,532,8.663087904
tmp.log:17145:Motif:,44842,45685,193705,194577,843,20.24973522
tmp.log:17146:Motif:,129489,130832,134414,135764,1343,35.30555871
tmp.log:17147:Motif:,182521,183910,213343,214746,1389,26.18270362
tmp.log:17148:Motif:,211396,212479,235780,236881,1083,41.8731383
tmp.log:17149:Motif:,39473,40015,190026,190553,527,13.09001023
tmp.log:17150:Motif:,229487,230148,233240,233895,655,5.712504424
tmp.log:17151:Motif:,170778,171875,181542,182651,1097,15.67842006
tmp.log:17152:Motif:,187962,188478,211208,211723,515,5.084001412
tmp.log:17153:Motif:,168488,169260,199850,200612,762,20.76392744
tmp.log:17154:Motif:,193409,193759,209134,209484,350,4.93112812
tmp.log:17155:Motif:,70074,70406,139249,139586,332,6.522950038
tmp.log:17156:Motif:,183101,183873,197378,198139,761,12.3772546
tmp.log:17157:Motif:,21178,21761,44074,44656,582,9.153678563
tmp.log:17158:Motif:,67707,68072,243903,244266,363,7.49128675
tmp.log:17159:Motif:,81277,81688,128125,128534,409,6.720412959
tmp.log:17160:Motif:,55672,56069,167628,168025,397,2.708741753
tmp.log:17161:Motif:,69337,69717,241865,242228,363,6.567952804
tmp.log:17162:Motif:,191253,191570,192498,192815,317,4.791672542
tmp.log:17163:Motif:,167914,168430,168786,169303,516,6.455822609
tmp.log:17164:Motif:,103868,104714,127893,128740,846,31.34022722
tmp.log:17165:Motif:,181273,182348,201644,202716,1072,33.49633106
tmp.log:17166:Motif:,202059,203304,243643,244869,1226,42.95070358
tmp.log:17167:Motif:,36551,37046,219701,220165,464,19.01475269
tmp.log:17168:Motif:,170528,171086,201655,202215,558,11.92011462
tmp.log:17169:Motif:,15752,16116,61212,61573,361,6.700371524
tmp.log:17170:Motif:,109353,110390,111118,112150,1032,22.87955915
tmp.log:17171:Motif:,69687,70278,240934,241510,576,14.28573229
tmp.log:17172:Motif:,149565,150025,233615,234075,460,8.780982547
